Crop_Type,Soil_Type,Soil_pH,Soil_Organic_Carbon,Total_Nitrogen,Available_Phosphorus,Available_Potassium,Bulk_Density,Rainfall,Temperature,Humidity,Wind_Speed,Evapotranspiration,Soil_Moisture_Level,Growth_Stage,Fertilizer_Type,Fertilizer_Treatment,Application_Rate,Application_Method,Coating_Type,Irrigation_Type,Water_Amount,Total_Fertilizer_Loss_kg_ha,Fertilizer_Loss_Percentage,Nitrogen_Loss,Phosphorus_Loss,Potassium_Loss
Corn,Loamy,8.03,2.44,178.3,54.41,217.49,1.24,53.07,20.45,40.1,4.84,5.33,High,Late,Urea,CF,100.23,Broadcast,Biochar,Sprinkler,49.11,39.64,39.55,19.82,11.89,7.93
Vegetable,Loamy,6.3,0.68,119.05,72.95,121.56,1.48,26.4,38.37,43.05,1.53,2.99,Low,Initial,NPK,CF,150.69,Broadcast,Normal,Drip,68.41,51.09,33.9,25.54,15.33,10.22
Corn,Clay,6.92,1.94,185,74.04,140.38,1.18,106.94,27.96,67.08,2.54,7.65,Medium,Late,PK,OF,158.62,Drip,Biochar,Drip,27.29,63.68,40.15,31.84,19.1,12.74
Citrus,Clay,8.02,1.49,144.69,68.15,287.41,1.36,30.98,39.69,44.94,3.37,2.5,High,Initial,PK,CF,106.97,Drip,Biochar,Flood,52.81,44.35,41.46,22.18,13.3,8.87
Corn,Clay,8.49,2.02,280.28,63.37,321.19,1.22,38.35,34.83,40.42,2.3,5.74,High,Late,PK,CF,71.89,Drip,Biochar,Sprinkler,15.72,39.44,54.86,19.72,11.83,7.89
Citrus,Loamy,7.88,1.02,143.91,31.29,87.72,1.22,13.74,28.38,66.79,3.5,2.61,Medium,Late,NK,OF,69.26,Foliar,Normal,Sprinkler,20.67,36.06,52.06,18.03,10.82,7.21
Rice,Loamy,5.57,1.29,60.04,16.14,283.07,1.25,102.61,24.47,48.13,5.03,7.02,Low,Initial,NK,CF,77.03,Broadcast,Normal,Sprinkler,45.87,51.65,67.05,25.82,15.5,10.33
Vegetable,Sandy,6.61,1.55,240.89,46.76,370.71,1.25,109.41,34.92,53,5.37,4.51,Low,Initial,PK,CF,134.67,Drip,Biochar,Flood,78.77,64.05,47.56,32.02,19.22,12.81
Citrus,Sandy,6.24,0.74,290.92,33.47,62.32,1.27,97.57,30.2,53.36,4.34,6.28,Medium,Initial,NPK,OF,198.73,Broadcast,Normal,Sprinkler,49.15,74.02,37.25,37.01,22.21,14.8
Corn,Sandy,8.39,2.2,92.35,18.97,264.58,1.56,36.54,27.68,49.82,3.84,6.67,Medium,Initial,NK,OF,198.99,Broadcast,Normal,Sprinkler,35.79,52.12,26.19,26.06,15.64,10.42
Vegetable,Clay,6.29,2.48,293.2,42.08,253.93,1.44,96.93,18.46,78.69,3.27,5.38,Low,Late,NPK,CF,79.53,Drip,Controlled_Release,Drip,56.95,46.84,58.9,23.42,14.05,9.37
Vegetable,Clay,8.33,1.34,204.3,46.79,132.52,1.1,14.59,30.52,93.47,4.71,2.93,High,Initial,PK,CF,167.04,Broadcast,Biochar,Drip,11.96,51.6,30.89,25.8,15.48,10.32
Citrus,Sandy,8.31,1.25,261.85,64.2,338.67,1.3,93.74,30.13,41.28,1.46,5.97,Low,Mid,NK,CF,187.84,Foliar,Normal,Drip,13.11,74.79,39.82,37.4,22.44,14.96
Citrus,Loamy,8.02,1.69,168.22,66.57,52.29,1.18,113.07,26.89,49.28,2.78,2.79,Low,Initial,Urea,OF,64.74,Foliar,Controlled_Release,Drip,76.06,47.15,72.83,23.58,14.14,9.43
Wheat,Clay,5.79,1.88,205.63,42.8,375.2,1.46,28.62,20.49,66.5,4.17,7.1,Medium,Mid,NK,CF,108.76,Foliar,Normal,Sprinkler,22.63,39.29,36.13,19.64,11.79,7.86
Wheat,Clay,5.51,2.24,260.26,74.45,259.34,1.59,62.48,22.29,81.58,2.59,4.71,Medium,Mid,NPK,OF,197.53,Foliar,Biochar,Drip,61.7,58.48,29.61,29.24,17.54,11.7
Vegetable,Sandy,7.88,1.25,295.7,65.21,221.85,1.35,73.28,21.49,45.08,2.59,4.53,Medium,Initial,Urea,CF,73.11,Drip,Controlled_Release,Drip,20.63,41.56,56.85,20.78,12.47,8.31
Wheat,Clay,8.03,2.03,96.2,40.27,309.05,1.59,54.02,24.3,84.03,0.74,7.44,High,Initial,NK,OF,114.76,Broadcast,Controlled_Release,Sprinkler,15.52,42.21,36.78,21.1,12.66,8.44
Corn,Sandy,8.39,0.98,274.69,34.52,379.77,1.24,32.74,25.3,71.23,3.6,3.44,Low,Late,PK,CF,64.07,Drip,Biochar,Sprinkler,55.41,38.3,59.78,19.15,11.49,7.66
Rice,Clay,6.16,1.86,216.82,32.25,337.65,1.39,54.08,19.55,72.43,3.56,6,Low,Initial,NK,OF,75.44,Broadcast,Controlled_Release,Flood,59.48,33.19,44,16.6,9.96,6.64
Vegetable,Loamy,7.7,1.43,286.72,42.46,248.72,1.37,74.87,28.44,40.74,5.55,6.94,High,Mid,Urea,OF,169.15,Broadcast,Biochar,Sprinkler,69.94,60.48,35.76,30.24,18.14,12.1
Rice,Loamy,7.06,1.82,129.53,33.12,94.12,1.5,49.59,33.7,43.85,1.09,4.02,Low,Late,PK,CF,183.04,Drip,Normal,Flood,54.86,63.85,34.88,31.92,19.16,12.77
Wheat,Clay,6.49,1.26,110.65,42.82,183.24,1.23,84.01,20.16,93.11,3.47,5.08,Medium,Late,PK,CF,87.57,Drip,Normal,Sprinkler,13.83,56.01,63.96,28,16.8,11.2
Citrus,Sandy,7.32,1.09,141.38,50.41,355.58,1.23,7.94,39.35,81.19,2.73,2.2,High,Initial,Urea,CF,69.41,Drip,Biochar,Drip,73.35,35,50.43,17.5,10.5,7
Vegetable,Clay,7.14,1.47,271.12,21.62,347.92,1.28,61.93,19.56,83.63,0.86,6.31,Medium,Late,Urea,CF,161.98,Broadcast,Biochar,Drip,62.8,53.19,32.84,26.6,15.96,10.64
Wheat,Sandy,6.38,2.29,164.91,65.85,196.9,1.39,107.32,33.35,48.29,3.38,3.71,High,Late,NPK,CF,60.16,Foliar,Normal,Flood,18.9,52.64,87.5,26.32,15.79,10.53
Corn,Clay,6.31,1.85,287.87,17.88,215.59,1.17,119.08,31.95,40.88,3.58,4.88,Medium,Late,PK,CF,71.9,Foliar,Normal,Flood,73.21,55.42,77.08,27.71,16.63,11.08
Vegetable,Loamy,6.96,1.72,110.59,38.3,289.5,1.58,67.69,17.85,75.19,4.92,7.86,Medium,Late,NK,OF,126.83,Broadcast,Controlled_Release,Sprinkler,47.1,50.99,40.2,25.5,15.3,10.2
Vegetable,Loamy,6.92,1.94,105.14,21.57,203.76,1.33,61.38,37.3,81.32,4.9,2.66,High,Initial,Urea,OF,145.39,Foliar,Controlled_Release,Flood,24.41,55.94,38.48,27.97,16.78,11.19
Citrus,Clay,6.41,1.96,219.6,31.27,81.32,1.35,40.99,27.61,90.95,0.93,5.14,High,Initial,NPK,CF,171.95,Drip,Normal,Sprinkler,30.03,55.99,32.56,28,16.8,11.2
Vegetable,Clay,6.29,1.09,122.92,42.08,305.34,1.31,26.76,18.04,50.75,4.39,6.33,Medium,Mid,PK,CF,196.76,Drip,Biochar,Sprinkler,63.31,56.74,28.84,28.37,17.02,11.35
Citrus,Clay,8.36,0.97,82.29,62.41,277.49,1.29,29.34,21.83,78.23,2.14,6.07,Low,Initial,Urea,CF,127.94,Broadcast,Controlled_Release,Sprinkler,37.54,43.22,33.78,21.61,12.97,8.64
Wheat,Loamy,8.09,1.52,143.98,53.9,119.53,1.33,3.24,22.69,45.77,1.41,2.45,Low,Late,Urea,OF,128.36,Foliar,Controlled_Release,Flood,11.23,37.75,29.41,18.88,11.32,7.55
Corn,Loamy,7.95,0.8,116.54,35.25,330.98,1.22,117.5,20.6,76.73,5.71,5.25,Medium,Late,NPK,OF,67.26,Foliar,Biochar,Sprinkler,41.46,49.99,74.32,25,15,10
Corn,Sandy,6.14,1.45,153.25,51.37,335.79,1.17,23.17,29.28,76.42,4.06,4.1,High,Initial,Urea,CF,67.43,Broadcast,Normal,Sprinkler,17.02,33.37,49.49,16.68,10.01,6.67
Vegetable,Clay,6.07,1.89,96.63,30.74,136.47,1.32,65.3,26.43,61.8,2.24,3.95,High,Initial,NK,OF,121.1,Broadcast,Biochar,Drip,32.74,48.02,39.65,24.01,14.41,9.6
Vegetable,Clay,7.93,0.51,289.25,68.69,99.49,1.44,6.03,20.61,73.32,5.12,4.5,Low,Late,Urea,CF,126.77,Foliar,Biochar,Drip,13.38,43.02,33.94,21.51,12.91,8.6
Wheat,Loamy,6.05,0.72,250.41,43.82,118.69,1.28,12.92,29.99,73.74,1.2,6.29,Low,Mid,NK,OF,158.84,Broadcast,Biochar,Drip,10.14,46.79,29.46,23.4,14.04,9.36
Citrus,Clay,7.01,2.42,260.23,60.17,222.62,1.15,95.54,35.36,51.85,1.92,5.55,Low,Late,Urea,OF,155.61,Foliar,Biochar,Drip,33.23,57.61,37.02,28.8,17.28,11.52
Corn,Sandy,6.16,2.36,124.45,31.84,161.76,1.36,72.79,36.58,76.03,5.37,7.54,Medium,Mid,NPK,CF,197.91,Drip,Controlled_Release,Flood,77.38,65.58,33.14,32.79,19.67,13.12
Citrus,Clay,6.63,1.34,264.19,57.41,285.68,1.36,14.89,26.3,74.59,4.42,3.11,High,Mid,PK,OF,172.87,Drip,Normal,Sprinkler,19.92,48.08,27.81,24.04,14.42,9.62
Wheat,Loamy,8.06,1.68,197.7,74.87,232.44,1.18,58.61,38.76,62.53,2.32,2.45,High,Initial,Urea,CF,142.57,Foliar,Biochar,Sprinkler,22.21,58.83,41.26,29.42,17.65,11.77
Corn,Clay,8.17,0.81,64.18,17.54,284.91,1.27,39.45,19.6,55.06,4.81,6.44,Low,Late,PK,CF,174.7,Broadcast,Controlled_Release,Sprinkler,10.02,59.73,34.19,29.86,17.92,11.95
Corn,Loamy,8.49,1.16,88.32,51.34,127.28,1.49,58.21,25.5,78.79,1.1,5.29,Low,Initial,Urea,CF,184.54,Foliar,Normal,Flood,23.34,63.47,34.39,31.74,19.04,12.69
Rice,Sandy,8.33,2.09,161.49,45.07,256.91,1.12,12.93,27.27,61.93,3.67,6.44,Low,Initial,PK,OF,62.09,Drip,Controlled_Release,Drip,39.33,25.07,40.38,12.54,7.52,5.01
Wheat,Sandy,7.51,2.21,148.45,47.87,359.12,1.15,107.07,25.66,77.89,2.3,3.54,Medium,Initial,NK,CF,195.85,Broadcast,Controlled_Release,Sprinkler,77.18,69.51,35.49,34.76,20.85,13.9
Wheat,Clay,6.8,1.31,248.82,23.62,254.29,1.45,67.61,21.05,72.3,1.59,2.12,Low,Initial,NK,CF,160.17,Foliar,Controlled_Release,Drip,56.26,57.42,35.85,28.71,17.23,11.48
Rice,Clay,5.67,1.12,268.42,11.9,291.09,1.39,64.6,32.75,50.93,5.08,2.42,Low,Initial,NPK,OF,179.17,Drip,Biochar,Sprinkler,58.3,57.15,31.9,28.58,17.14,11.43
Citrus,Loamy,7.32,1.86,266.23,14.99,382.59,1.39,21.09,17.18,91.29,3.58,7.93,Low,Initial,PK,CF,169.74,Drip,Controlled_Release,Sprinkler,12.28,43.64,25.71,21.82,13.09,8.73
Rice,Sandy,6.13,1.94,143.82,29.89,360.26,1.33,65.57,29.85,70.13,3.18,5.51,Medium,Late,PK,OF,83.64,Broadcast,Normal,Sprinkler,54.16,46.26,55.31,23.13,13.88,9.25
Wheat,Sandy,8.05,2.47,208.94,69.81,128.73,1.14,118.04,29.85,47.79,3.9,3.31,Low,Initial,Urea,CF,182.59,Drip,Controlled_Release,Flood,45.83,70.87,38.81,35.44,21.26,14.17
Citrus,Sandy,7.15,1.89,174.27,66.48,335.7,1.13,14.47,20.1,64.33,4.72,3.51,Low,Late,NK,CF,86.63,Broadcast,Biochar,Flood,17.08,32.89,37.97,16.44,9.87,6.58
Corn,Sandy,7.7,0.98,272.23,79.68,393.01,1.26,84.54,20.14,55.23,5.48,5.43,Low,Late,NPK,OF,197.17,Foliar,Biochar,Sprinkler,64.9,69.55,35.27,34.78,20.86,13.91
Rice,Clay,7.52,0.62,272.24,61.84,326.06,1.13,46.39,35.59,43.43,1.29,6.72,Medium,Late,PK,OF,102.97,Foliar,Biochar,Flood,27.23,47.6,46.23,23.8,14.28,9.52
Citrus,Clay,6.54,1.02,63.47,34.59,95.04,1.38,93.17,33.34,61.6,4.18,3.19,High,Initial,PK,OF,78.85,Broadcast,Biochar,Sprinkler,47.81,52.95,67.15,26.48,15.88,10.59
Citrus,Loamy,7.78,0.95,193.04,74.28,267.08,1.44,62.21,26.83,94.37,5.28,3.51,Low,Mid,PK,OF,100.11,Foliar,Biochar,Drip,61.47,48.14,48.09,24.07,14.44,9.63
Citrus,Sandy,8.03,0.69,175.87,65.35,278.47,1.41,108.41,25.13,92.91,4.03,6.93,Low,Late,NPK,OF,85.84,Foliar,Biochar,Sprinkler,20.51,58.74,68.43,29.37,17.62,11.75
Rice,Clay,7.73,1.39,242.6,58.93,101.6,1.46,10.07,34.82,59.87,2.1,4.24,Medium,Late,NPK,OF,88.26,Drip,Controlled_Release,Sprinkler,26.9,33.63,38.1,16.82,10.09,6.73
Corn,Clay,7.83,1.08,98.95,47.53,244.27,1.58,50.75,36.23,50.15,1.43,5.24,High,Late,NPK,CF,143.43,Foliar,Biochar,Drip,72.02,60.09,41.9,30.04,18.03,12.02
Citrus,Sandy,6.58,2.35,223.75,60.19,373.11,1.58,38.95,32.38,50.75,2.36,5.4,Low,Initial,NK,OF,104.85,Broadcast,Normal,Drip,69.32,37.47,35.74,18.74,11.24,7.49
Rice,Clay,8.33,1.31,234.65,77.11,153.4,1.24,106.26,18.42,92.83,2.39,4.22,Medium,Initial,NPK,CF,191.89,Broadcast,Normal,Sprinkler,52.54,72.38,37.72,36.19,21.71,14.48
Wheat,Loamy,6.77,2.25,56.69,70.36,332.6,1.25,4.69,23.77,56.46,5.08,3.48,Medium,Mid,PK,CF,169.03,Foliar,Biochar,Flood,18.43,43.27,25.6,21.64,12.98,8.65
Rice,Loamy,8.19,1.11,157.82,23.61,275.22,1.47,21.55,17.44,58.86,4.74,5.96,Medium,Late,Urea,OF,176.95,Drip,Controlled_Release,Drip,15.78,51.58,29.15,25.79,15.47,10.32
Rice,Sandy,8.07,2.16,294.74,16.83,286.09,1.6,55.88,33.7,69.19,5.93,6.19,Low,Late,PK,OF,153.52,Broadcast,Controlled_Release,Flood,12.19,51.58,33.6,25.79,15.47,10.32
Rice,Loamy,5.87,1.41,125.15,11.16,154.83,1.31,64.49,24.76,51.3,1.8,7.28,Low,Late,NPK,OF,71.15,Broadcast,Biochar,Drip,64.38,41.32,58.07,20.66,12.4,8.26
Citrus,Clay,8.4,0.56,271.13,59.9,314.96,1.19,58.29,17.71,85.02,4.46,6.68,Medium,Mid,PK,CF,188.96,Broadcast,Controlled_Release,Sprinkler,20.56,64.3,34.03,32.15,19.29,12.86
Rice,Loamy,8.49,1.47,196.72,29.52,272.84,1.46,71.75,34.03,79.3,3.15,2.48,Low,Initial,PK,OF,109.91,Foliar,Normal,Flood,63.78,51.73,47.07,25.86,15.52,10.35
Wheat,Clay,7.32,0.95,124.14,60.28,233.43,1.29,111.53,27.2,82.68,5.39,2.2,High,Initial,NPK,OF,73.91,Foliar,Normal,Flood,10.65,59.02,79.85,29.51,17.71,11.8
Citrus,Sandy,7.85,1.11,259,22.89,221.69,1.14,77.52,29.38,66.77,5.52,5.85,Medium,Mid,Urea,CF,185.04,Broadcast,Normal,Flood,77.14,70.86,38.29,35.43,21.26,14.17
Wheat,Sandy,8.3,1.87,297.67,40.57,157.42,1.47,56.18,16.57,56.97,3.92,5.51,Medium,Initial,Urea,CF,102.67,Drip,Controlled_Release,Drip,45.15,40.1,39.06,20.05,12.03,8.02
Vegetable,Clay,5.56,1.56,235.5,10.95,120.75,1.3,72.78,25.84,63.45,0.94,4.05,Medium,Initial,PK,CF,134.11,Foliar,Controlled_Release,Drip,13.4,52.57,39.2,26.28,15.77,10.51
Rice,Clay,8.29,2.28,65.32,17.61,318.48,1.4,25.45,20,46.6,0.86,4.68,Low,Mid,NPK,CF,93.08,Drip,Biochar,Sprinkler,17.51,33.65,36.15,16.82,10.09,6.73
Citrus,Loamy,7.38,2.37,63.1,15.7,119.82,1.45,6.74,28.67,75.07,4.8,6.31,Medium,Initial,NPK,CF,191.05,Foliar,Controlled_Release,Drip,55.13,45.66,23.9,22.83,13.7,9.13
Citrus,Clay,7.99,1.88,172.89,65.34,108.58,1.51,82.83,30,84.08,2.19,4.87,Low,Initial,NPK,CF,72.43,Broadcast,Biochar,Flood,40.15,41.35,57.09,20.68,12.4,8.27
Rice,Sandy,7.12,2.23,51.52,73.31,347.91,1.41,90.97,27.12,69.08,4.44,2.4,Low,Mid,PK,OF,165.9,Drip,Controlled_Release,Flood,41.69,61.99,37.37,31,18.6,12.4
Corn,Clay,7.09,0.89,218.99,22.22,77.98,1.57,113.64,19.18,63.44,4.22,6.19,Low,Initial,NK,CF,159.11,Drip,Biochar,Sprinkler,18.2,67.42,42.37,33.71,20.23,13.48
Corn,Loamy,8.19,0.66,54.08,46.72,103.68,1.34,115.16,37.71,86.02,1.8,6.97,Low,Late,NK,CF,107.57,Broadcast,Controlled_Release,Sprinkler,60.54,62.82,58.4,31.41,18.85,12.56
Wheat,Loamy,7.02,1.17,293.27,20.51,81.87,1.37,105.18,30.67,43.71,2.3,7.2,Medium,Initial,NK,OF,74.16,Foliar,Controlled_Release,Drip,65.6,50.73,68.41,25.36,15.22,10.15
Rice,Clay,6.92,1.15,270.16,64.55,385.37,1.25,109.8,22.05,49.43,0.99,3.9,High,Mid,PK,CF,190.13,Broadcast,Normal,Drip,16.27,78.61,41.35,39.3,23.58,15.72
Rice,Loamy,7.32,1.83,253.84,67.45,86.69,1.17,91.17,31.75,66.18,5.75,5.83,Medium,Late,PK,OF,120.8,Drip,Controlled_Release,Drip,44.34,53.39,44.2,26.7,16.02,10.68
Vegetable,Loamy,7.06,2.18,253.1,64.96,52.1,1.41,107.4,34.25,62.64,0.93,3.37,Medium,Initial,NK,OF,170.19,Broadcast,Controlled_Release,Sprinkler,55.31,62.17,36.53,31.08,18.65,12.43
Corn,Sandy,6.84,1.09,258.59,27.6,264.35,1.25,0.23,29.7,89.09,4.63,2.71,Medium,Initial,NPK,OF,179.86,Drip,Biochar,Sprinkler,74.21,45.76,25.44,22.88,13.73,9.15
Corn,Clay,6.04,1.35,158.56,33.63,299.72,1.46,3.48,22.15,48.3,4.46,5.35,High,Mid,NK,OF,139.55,Broadcast,Normal,Flood,38.92,42.43,30.4,21.22,12.73,8.49
Rice,Sandy,6.69,0.71,247.96,24.6,112.19,1.41,92.11,35.77,78.48,4.74,5.89,Medium,Late,NPK,CF,194.7,Foliar,Biochar,Sprinkler,58.14,75.85,38.96,37.92,22.76,15.17
Wheat,Sandy,6.35,1.33,141.79,10.23,172.08,1.24,100.05,18.51,75.05,4.22,7.93,Medium,Mid,NPK,CF,194.85,Broadcast,Controlled_Release,Sprinkler,64.17,74.15,38.05,37.08,22.24,14.83
Rice,Loamy,6.7,0.93,262.1,14.52,158.43,1.38,34.55,36.35,48.15,3.09,2.32,Low,Mid,Urea,CF,132.08,Drip,Normal,Flood,10.46,49.98,37.84,24.99,14.99,10
Wheat,Sandy,7.28,1.26,204.49,79.04,303.35,1.59,6.07,16,80.34,2.32,2.15,High,Initial,Urea,OF,149.69,Drip,Biochar,Flood,65.01,40.84,27.28,20.42,12.25,8.17
Corn,Clay,7.33,1.03,139.59,73.93,187.94,1.54,2.29,31.39,80.7,4.21,4.62,Medium,Late,Urea,OF,170.79,Drip,Biochar,Sprinkler,53.7,47.27,27.68,23.64,14.18,9.45
Vegetable,Clay,6.22,2.12,236.37,15.56,235,1.31,9.07,37.18,69.78,1.84,7.35,Medium,Mid,PK,OF,61.69,Broadcast,Normal,Sprinkler,23.74,26.83,43.49,13.42,8.05,5.37
Citrus,Clay,5.75,0.51,110.71,42.29,321.75,1.44,56.43,27.74,46.99,5.76,4.93,Low,Mid,PK,CF,64.11,Foliar,Normal,Flood,47.96,43.44,67.76,21.72,13.03,8.69
Corn,Sandy,7.73,1.18,291.17,78.22,222.64,1.19,114.89,34.1,61.51,3.73,4.86,High,Mid,NK,OF,112.63,Drip,Normal,Drip,22.48,66.99,59.48,33.49,20.1,13.4
Wheat,Clay,7.09,2.44,216.19,13.81,303.96,1.11,4.84,31.67,68.82,3.11,3.35,High,Initial,Urea,OF,114.44,Foliar,Normal,Flood,14.04,31.19,27.25,15.6,9.36,6.24
Rice,Clay,6.83,1.86,150.3,56.81,248.31,1.52,50.21,20.88,70.99,4.4,3.91,Medium,Mid,PK,CF,88.07,Broadcast,Controlled_Release,Flood,18,34.87,39.59,17.43,10.46,6.97
Corn,Sandy,5.89,2.04,187.68,17.45,299.45,1.31,64.8,29.41,72.33,2.25,6.18,High,Initial,NPK,CF,182.46,Foliar,Biochar,Sprinkler,26.01,64.96,35.6,32.48,19.49,12.99
Vegetable,Sandy,6.74,2.22,234.39,34.36,81.75,1.19,75.66,22.11,78.53,4.91,3.18,Medium,Mid,NPK,CF,153.79,Drip,Controlled_Release,Sprinkler,54.54,59.5,38.69,29.75,17.85,11.9
Wheat,Sandy,7.95,1.22,249.33,13.3,392.38,1.26,48.66,39.58,91.35,5.19,3.07,Medium,Initial,NK,OF,171.28,Broadcast,Controlled_Release,Sprinkler,23.29,61.2,35.73,30.6,18.36,12.24
Rice,Sandy,7.24,0.63,293.74,51.89,80.44,1.56,97.55,35.72,49.96,3.3,3.73,High,Mid,NK,OF,131.71,Broadcast,Controlled_Release,Sprinkler,77.05,68.66,52.13,34.33,20.6,13.73
Citrus,Loamy,5.77,1.32,102.24,59.17,272.64,1.55,19.71,36.78,69.32,3.9,5.13,Low,Mid,PK,OF,101.94,Drip,Biochar,Sprinkler,40.14,34.48,33.82,17.24,10.34,6.9
Wheat,Sandy,6.5,1.81,176.11,12.9,58.1,1.43,1.84,39.39,78.34,1.1,2.32,Low,Mid,Urea,CF,65.36,Foliar,Biochar,Drip,36.58,26.99,41.29,13.5,8.1,5.4
Rice,Sandy,8.44,1.24,72.86,45.29,230.99,1.15,89.13,17.28,64.29,5.15,2,High,Mid,Urea,OF,75.26,Broadcast,Normal,Drip,70.29,48.77,64.8,24.38,14.63,9.75
Citrus,Clay,7.13,1.4,70.57,30.93,83.61,1.46,113.32,21.21,75.32,1.87,3.78,High,Initial,Urea,OF,165.91,Broadcast,Normal,Drip,62.95,69.23,41.73,34.62,20.77,13.85
Rice,Clay,6.36,2.15,76.08,59.65,81.5,1.55,101.63,30.08,71.86,0.65,4.38,Medium,Mid,NK,OF,77.6,Drip,Normal,Drip,69.89,47.97,61.82,23.98,14.39,9.59
Citrus,Sandy,8.24,0.57,114.88,45.72,149.72,1.56,89.89,15.05,86.52,0.86,5.41,Medium,Late,NPK,CF,185.56,Broadcast,Normal,Flood,38.02,76.39,41.17,38.2,22.92,15.28
Citrus,Sandy,6.51,1.17,224.08,11.18,134.57,1.29,12.55,18.66,81.12,5.62,2.6,Medium,Late,NPK,CF,123.59,Broadcast,Biochar,Drip,12.7,44.97,36.39,22.48,13.49,8.99
Citrus,Sandy,7.69,1.48,265.28,28.58,97.89,1.18,95.36,25.56,60.27,2.39,6.16,Low,Initial,PK,OF,77.99,Broadcast,Normal,Sprinkler,54.07,44.37,56.89,22.18,13.31,8.87
Rice,Clay,5.94,1.1,159,44.12,252.72,1.58,61.18,33.39,50.69,2.21,2.89,High,Late,NK,CF,62.97,Foliar,Normal,Flood,11.37,48.14,76.45,24.07,14.44,9.63
Citrus,Clay,5.97,1.39,188.8,16.74,359.89,1.51,35.52,36.28,41.57,4.15,4.68,Medium,Mid,NPK,CF,173.78,Broadcast,Normal,Drip,48.81,57.8,33.26,28.9,17.34,11.56
Wheat,Sandy,7.18,1.3,101.59,71.99,371.1,1.32,117.32,30.52,80.68,3.75,5.28,Low,Mid,Urea,OF,149.63,Drip,Controlled_Release,Flood,26.34,69.79,46.64,34.9,20.94,13.96
Vegetable,Clay,6.22,2.35,247.77,72.76,151.64,1.42,103.6,18.07,81.96,4.29,7.43,Low,Late,Urea,OF,105.65,Foliar,Biochar,Flood,50.78,52.48,49.67,26.24,15.74,10.5
Vegetable,Clay,5.65,1.49,272.09,17.88,352.6,1.3,49.27,17.7,87.46,2.85,6,Medium,Late,NPK,OF,159.98,Broadcast,Normal,Flood,23.65,54.57,34.11,27.28,16.37,10.91
Citrus,Sandy,8.28,1.45,171.4,71.83,388.63,1.33,24.54,27.17,55.49,4.83,2.98,Low,Initial,NPK,OF,131.13,Foliar,Normal,Flood,57.06,43.92,33.49,21.96,13.18,8.78
Vegetable,Clay,5.67,1.01,90.22,50.08,159.26,1.26,107.75,33.93,62.77,5.33,4.1,High,Mid,PK,CF,161.28,Drip,Biochar,Drip,63.64,71.74,44.48,35.87,21.52,14.35
Vegetable,Sandy,7.65,0.59,51.28,70.59,378.02,1.13,49.74,17.28,62.41,1.31,6.45,Medium,Late,NPK,OF,88.33,Broadcast,Normal,Flood,48.5,45.28,51.26,22.64,13.58,9.06
Citrus,Loamy,6.5,1.1,184.1,53.94,199.11,1.6,111.46,20.69,69.39,1.15,2.48,Low,Mid,Urea,OF,151.54,Broadcast,Biochar,Sprinkler,41.99,66.98,44.2,33.49,20.09,13.4
Citrus,Loamy,8.3,0.55,174.41,74.18,212.42,1.22,37.1,24.83,78.83,5.76,2.45,High,Late,NPK,CF,128.64,Drip,Biochar,Flood,64.71,52.92,41.14,26.46,15.88,10.58
Wheat,Loamy,8.46,2.15,281.45,42.19,218.14,1.25,49.77,30.31,71.98,1.06,6.51,Medium,Late,Urea,OF,177.24,Broadcast,Biochar,Drip,42.92,53.7,30.3,26.85,16.11,10.74
Corn,Clay,6.51,0.91,59.12,79.87,305.9,1.26,108.75,33.41,42.98,3.13,7.17,Medium,Mid,PK,OF,159.93,Drip,Controlled_Release,Sprinkler,69.76,69.34,43.36,34.67,20.8,13.87
Rice,Loamy,7.27,2.32,87.24,70.03,141.22,1.22,7.16,28.33,78.04,3.12,4.21,Medium,Mid,NPK,OF,145.48,Broadcast,Controlled_Release,Flood,21.16,36.36,24.99,18.18,10.91,7.27
Citrus,Clay,7.82,2.27,99.42,54.05,134.12,1.26,117.24,25.31,73.8,5.51,6.71,Low,Initial,Urea,OF,60.72,Foliar,Normal,Drip,36.06,46.91,77.26,23.46,14.07,9.38
Citrus,Sandy,5.87,1.83,186.78,37.44,270.33,1.38,5.33,15.9,73.09,2.55,6.53,Low,Initial,Urea,CF,148.45,Drip,Controlled_Release,Drip,75.27,41.16,27.73,20.58,12.35,8.23
Vegetable,Loamy,7.63,2.23,121.18,53.1,245.16,1.14,72.32,22.58,91.06,3.07,5.63,High,Late,Urea,OF,143.87,Drip,Controlled_Release,Drip,79.97,52.34,36.38,26.17,15.7,10.47
Wheat,Clay,8.22,2.26,101.42,61.03,74.87,1.14,57.15,24.51,62.33,4.89,2.73,Low,Mid,Urea,OF,199.28,Foliar,Controlled_Release,Sprinkler,29.9,52.05,26.12,26.02,15.61,10.41
Vegetable,Loamy,6.04,2.05,178.6,33.99,365.88,1.33,69.54,17.34,59.33,2.4,6.72,High,Mid,PK,CF,114.83,Broadcast,Normal,Drip,70.15,50.5,43.98,25.25,15.15,10.1
Citrus,Clay,8.02,1.52,60.16,47.87,151.73,1.45,44.52,26.48,49.84,0.84,3.96,Low,Mid,NPK,CF,153.44,Drip,Controlled_Release,Sprinkler,74.62,52.54,34.24,26.27,15.76,10.51
